:START_ID,:END_ID,relation,:TYPE
20034,31138,合作,合作
20034,31019,合作,合作
20034,30372,合作,合作
20034,31761,合作,合作
20034,33430,合作,合作
20034,32805,合作,合作
20171,33493,合作,合作
20171,31648,合作,合作
20171,31370,合作,合作
20171,30950,合作,合作
20171,31345,合作,合作
20171,33103,合作,合作
20171,31032,合作,合作
20171,33332,合作,合作
20171,33467,合作,合作
20171,32558,合作,合作
20171,33053,合作,合作
20171,33184,合作,合作
20171,32046,合作,合作
20171,33135,合作,合作
20171,30562,合作,合作
20171,31579,合作,合作
20171,32481,合作,合作
20171,33393,合作,合作
20171,30638,合作,合作
20171,32648,合作,合作
20171,31477,合作,合作
20171,32516,合作,合作
20171,30912,合作,合作
20171,32079,合作,合作
20171,31671,合作,合作
20171,33233,合作,合作
20171,31138,合作,合作
20171,31019,合作,合作
20171,30372,合作,合作
20171,31761,合作,合作
20171,33430,合作,合作
20171,32805,合作,合作
20110,33493,合作,合作
20110,31648,合作,合作
20110,31370,合作,合作
20110,30950,合作,合作
20110,31345,合作,合作
20110,33103,合作,合作
20110,31032,合作,合作
20110,33332,合作,合作
20110,33467,合作,合作
20110,32558,合作,合作
20110,33053,合作,合作
20110,33184,合作,合作
20110,32046,合作,合作
20110,33135,合作,合作
20110,30562,合作,合作
20110,31579,合作,合作
20110,32481,合作,合作
20110,33393,合作,合作
20110,30638,合作,合作
20110,32648,合作,合作
20110,31477,合作,合作
20110,32516,合作,合作
20110,30912,合作,合作
20110,32079,合作,合作
20110,31671,合作,合作
20110,33233,合作,合作
20110,31138,合作,合作
20110,31019,合作,合作
20110,30372,合作,合作
20110,31761,合作,合作
20110,33430,合作,合作
20110,32805,合作,合作
20172,32703,合作,合作
20172,33173,合作,合作
20172,31250,合作,合作
20172,31342,合作,合作
20172,33516,合作,合作
20172,32717,合作,合作
20172,33203,合作,合作
20172,30353,合作,合作
20172,31571,合作,合作
20172,30392,合作,合作
20172,31271,合作,合作
20172,31183,合作,合作
20172,32353,合作,合作
20172,32829,合作,合作
20172,32678,合作,合作
20095,32222,合作,合作
20095,30243,合作,合作
20095,30672,合作,合作
20095,32329,合作,合作
20095,31177,合作,合作
20095,32075,合作,合作
20095,31246,合作,合作
20095,31027,合作,合作
20095,30740,合作,合作
20095,30117,合作,合作
20095,32915,合作,合作
20151,31832,合作,合作
20151,32141,合作,合作
20151,32413,合作,合作
20151,31088,合作,合作
20151,31650,合作,合作
20151,31144,合作,合作
20151,32705,合作,合作
20151,30336,合作,合作
20151,32155,合作,合作
20151,30550,合作,合作
20151,30819,合作,合作
20151,32191,合作,合作
20151,32009,合作,合作
20151,32164,合作,合作
20151,30651,合作,合作
20151,31269,合作,合作
20151,32300,合作,合作
20151,30379,合作,合作
20013,32459,合作,合作
20013,32560,合作,合作
20013,31486,合作,合作
20013,32576,合作,合作
20013,31714,合作,合作
20013,31893,合作,合作
20013,30287,合作,合作
20013,31140,合作,合作
20013,31097,合作,合作
20013,32217,合作,合作
20013,32478,合作,合作
20013,31625,合作,合作
20013,31226,合作,合作
20013,30040,合作,合作
20013,30366,合作,合作
20013,30694,合作,合作
20109,32533,合作,合作
20109,32843,合作,合作
20109,32963,合作,合作
20109,31836,合作,合作
20109,30321,合作,合作
20109,31712,合作,合作
20109,32492,合作,合作
20109,30824,合作,合作
20109,31819,合作,合作
20109,33177,合作,合作
20109,30042,合作,合作
20109,33478,合作,合作
20109,31057,合作,合作
20109,33095,合作,合作
20109,31365,合作,合作
20109,31186,合作,合作
20109,33012,合作,合作
20109,31162,合作,合作
20109,30597,合作,合作
20109,31653,合作,合作
20109,30085,合作,合作
20109,33136,合作,合作
20109,31425,合作,合作
20109,31383,合作,合作
20109,32315,合作,合作
20109,33327,合作,合作
20109,33392,合作,合作
20109,31370,合作,合作
20109,32660,合作,合作
20109,33281,合作,合作
20109,30345,合作,合作
20109,31741,合作,合作
20109,32723,合作,合作
20109,31648,合作,合作
20109,30771,合作,合作
20109,33062,合作,合作
20109,33469,合作,合作
20109,33451,合作,合作
20109,30923,合作,合作
20109,32451,合作,合作
20109,32023,合作,合作
20109,30996,合作,合作
20109,30630,合作,合作
20109,32650,合作,合作
20109,32653,合作,合作
20109,30147,合作,合作
20109,30913,合作,合作
20109,31751,合作,合作
20109,31723,合作,合作
20109,31263,合作,合作
20109,30915,合作,合作
20109,33334,合作,合作
20109,32977,合作,合作
20109,30652,合作,合作
20109,32691,合作,合作
20109,30048,合作,合作
20109,33368,合作,合作
20109,30770,合作,合作
20109,33381,合作,合作
20109,33309,合作,合作
20109,30938,合作,合作
20109,33108,合作,合作
20109,31410,合作,合作
20109,33458,合作,合作
20135,32365,合作,合作
20135,33052,合作,合作
20135,32874,合作,合作
20135,32702,合作,合作
20135,32001,合作,合作
20135,33326,合作,合作
20135,31290,合作,合作
20135,33518,合作,合作
20135,30452,合作,合作
20135,32851,合作,合作
20135,33418,合作,合作
20135,31876,合作,合作
20135,30854,合作,合作
20135,32089,合作,合作
20135,31192,合作,合作
20135,31457,合作,合作
20135,33539,合作,合作
20135,31129,合作,合作
20135,31250,合作,合作
20051,32539,合作,合作
20051,32026,合作,合作
20051,33364,合作,合作
20051,32068,合作,合作
20051,33000,合作,合作
20051,30023,合作,合作
20051,30164,合作,合作
20051,33079,合作,合作
20051,30551,合作,合作
20051,31967,合作,合作
20051,32783,合作,合作
20051,33080,合作,合作
20099,32861,合作,合作
20099,32670,合作,合作
20099,31581,合作,合作
20099,32192,合作,合作
20099,31509,合作,合作
20099,32337,合作,合作
20099,32124,合作,合作
20099,30658,合作,合作
20099,32012,合作,合作
20180,31826,合作,合作
20180,31124,合作,合作
20180,31702,合作,合作
20180,30473,合作,合作
20180,30270,合作,合作
20180,30241,合作,合作
20180,30210,合作,合作
20180,32549,合作,合作
20180,31068,合作,合作
20180,31445,合作,合作
20180,30481,合作,合作
20180,31423,合作,合作
20078,30493,合作,合作
20078,33213,合作,合作
20078,31696,合作,合作
20078,33149,合作,合作
20078,31391,合作,合作
20078,33408,合作,合作
20078,32682,合作,合作
20078,30356,合作,合作
20078,32695,合作,合作
20078,32462,合作,合作
20078,30168,合作,合作
20078,32512,合作,合作
20078,30019,合作,合作
20078,31656,合作,合作
20078,33122,合作,合作
20078,30064,合作,合作
20067,30493,合作,合作
20067,33213,合作,合作
20067,31696,合作,合作
20067,33149,合作,合作
20067,31391,合作,合作
20067,33408,合作,合作
20067,32682,合作,合作
20067,30356,合作,合作
20067,32695,合作,合作
20067,32462,合作,合作
20067,30168,合作,合作
20067,32512,合作,合作
20067,30019,合作,合作
20067,31656,合作,合作
20067,33122,合作,合作
20067,30064,合作,合作
20114,30307,合作,合作
20114,32758,合作,合作
20114,30663,合作,合作
20114,32272,合作,合作
20114,31909,合作,合作
20114,32460,合作,合作
20114,30405,合作,合作
20114,31663,合作,合作
20114,30035,合作,合作
20114,30747,合作,合作
20051,30078,合作,合作
20051,31359,合作,合作
20051,31866,合作,合作
20051,31338,合作,合作
20051,33305,合作,合作
20051,31393,合作,合作
20051,31682,合作,合作
20051,32806,合作,合作
20051,32645,合作,合作
20051,31694,合作,合作
20051,32131,合作,合作
20156,30603,合作,合作
20156,30024,合作,合作
20156,30445,合作,合作
20156,30756,合作,合作
20156,30255,合作,合作
20156,31096,合作,合作
20156,32938,合作,合作
20156,32319,合作,合作
20156,33366,合作,合作
20050,30560,合作,合作
20050,32437,合作,合作
20050,33452,合作,合作
20050,33235,合作,合作
20050,31434,合作,合作
20050,32069,合作,合作
20050,31932,合作,合作
20050,32339,合作,合作
20050,30086,合作,合作
20050,30256,合作,合作
20050,32990,合作,合作
20050,31498,合作,合作
20050,32287,合作,合作
20050,31793,合作,合作
20050,31225,合作,合作
20050,31256,合作,合作
20050,31590,合作,合作
20050,31624,合作,合作
20050,31527,合作,合作
20050,30110,合作,合作
20050,31245,合作,合作
20050,30641,合作,合作
20050,30139,合作,合作
20050,31565,合作,合作
20050,31102,合作,合作
20050,31513,合作,合作
20050,31190,合作,合作
20050,32515,合作,合作
20050,33013,合作,合作
20050,32256,合作,合作
20050,32332,合作,合作
20050,30013,合作,合作
20002,31898,合作,合作
20002,31161,合作,合作
20002,32888,合作,合作
20002,33453,合作,合作
20002,30644,合作,合作
20002,30052,合作,合作
20002,31600,合作,合作
20002,31686,合作,合作
20002,33131,合作,合作
20002,30649,合作,合作
20002,32213,合作,合作
20002,30378,合作,合作
20002,32585,合作,合作
20002,33318,合作,合作
20002,30190,合作,合作
20001,30945,合作,合作
20001,30867,合作,合作
20001,32852,合作,合作
20001,31737,合作,合作
20001,30175,合作,合作
20001,31978,合作,合作
20001,32322,合作,合作
20001,31940,合作,合作
20001,32360,合作,合作
20001,30047,合作,合作
20001,31328,合作,合作
20001,31903,合作,合作
20001,32989,合作,合作
20001,30610,合作,合作
20001,32410,合作,合作
20001,32122,合作,合作
20001,32732,合作,合作
20001,31411,合作,合作
20001,32851,合作,合作
20001,31622,合作,合作
20001,30772,合作,合作
20001,33410,合作,合作
20001,32310,合作,合作
20001,31113,合作,合作
20001,30506,合作,合作
20001,33422,合作,合作
20001,31130,合作,合作
20001,30123,合作,合作
20001,33054,合作,合作
20001,32994,合作,合作
20001,30062,合作,合作
20001,30038,合作,合作
20001,31065,合作,合作
20076,32148,合作,合作
20076,30285,合作,合作
20076,31877,合作,合作
20076,33269,合作,合作
20076,32507,合作,合作
20184,32176,合作,合作
20184,31860,合作,合作
20184,32920,合作,合作
20184,32967,合作,合作
20184,31764,合作,合作
20184,32162,合作,合作
20184,30043,合作,合作
20184,32793,合作,合作
20184,32452,合作,合作
20184,32316,合作,合作
20184,30825,合作,合作
20184,31432,合作,合作
20184,33170,合作,合作
20184,32743,合作,合作
20184,32747,合作,合作
20184,32415,合作,合作
20184,33405,合作,合作
20184,31501,合作,合作
20184,31106,合作,合作
20184,32295,合作,合作
20184,32589,合作,合作
20184,30257,合作,合作
20184,32682,合作,合作
20173,32176,合作,合作
20173,31860,合作,合作
20173,32920,合作,合作
20173,32967,合作,合作
20173,31764,合作,合作
20173,32162,合作,合作
20173,30043,合作,合作
20173,32793,合作,合作
20173,32452,合作,合作
20173,32316,合作,合作
20173,30825,合作,合作
20173,31432,合作,合作
20173,33170,合作,合作
20173,32743,合作,合作
20173,32747,合作,合作
20173,32415,合作,合作
20173,33405,合作,合作
20173,31501,合作,合作
20173,31106,合作,合作
20173,32295,合作,合作
20173,32589,合作,合作
20173,30257,合作,合作
20173,32682,合作,合作
20140,31627,合作,合作
20140,32082,合作,合作
20140,31234,合作,合作
20140,30809,合作,合作
20140,32933,合作,合作
20140,32138,合作,合作
20140,31416,合作,合作
20140,32483,合作,合作
20140,30632,合作,合作
20140,32468,合作,合作
20140,32904,合作,合作
20140,31043,合作,合作
20140,32517,合作,合作
20140,31670,合作,合作
20140,30059,合作,合作
20140,31658,合作,合作
20140,30034,合作,合作
20140,32351,合作,合作
20140,33148,合作,合作
20140,31198,合作,合作
20140,31792,合作,合作
20140,32429,合作,合作
20140,33215,合作,合作
20017,30239,合作,合作
20017,33009,合作,合作
20017,32447,合作,合作
20017,32195,合作,合作
20017,31697,合作,合作
20017,31142,合作,合作
20017,31435,合作,合作
20035,31309,合作,合作
20035,33534,合作,合作
20035,30545,合作,合作
20035,32345,合作,合作
20035,31604,合作,合作
20035,33216,合作,合作
20035,32675,合作,合作
20142,33254,合作,合作
20142,33396,合作,合作
20142,30983,合作,合作
20142,33459,合作,合作
20142,32318,合作,合作
20142,32341,合作,合作
20142,31514,合作,合作
